ExperimentName	Subject	Group	Trial	List	Filename	TrialType	Rotation	CorrResp	RESP	ACC	RT	ExclSlow
MR_V2_F0_J1	S105	L1_Deaf	32	36	5_50_R.jpg	Mirror	50	f	j	0	1040	0
MR_V1_F1_J0	S120	L1_Deaf	28	234	30_0_R.jpg	Mirror	0	j	f	0	1042	0
MR_V2_F0_J1	S105	L1_Deaf	48	217	28_0.jpg	Same	0	j	j	1	1045	0
MR_V2_F0_J1	S108	L2_Intermediate	6	113	15_0.jpg	Same	0	j	j	1	1048	0
MR_V1_F1_J0	S120	L1_Deaf	25	225	29_0.jpg	Same	0	f	f	1	1048	0
MR_V1_F1_J0	S130	L2_Intermediate	31	169	22_0.jpg	Same	0	f	f	1	1048	0
MR_V2_F0_J1	S132	L2_Fluent	22	228	29_50_R.jpg	Mirror	50	f	f	1	1049	0
MR_V1_F1_J0	S130	L2_Intermediate	42	100	13_50_R.jpg	Mirror	50	j	j	1	1051	0
MR_V2_F0_J1	S153	L2_Intermediate	48	186	24_0_R.jpg	Mirror	0	f	f	1	1054	0
MR_V1_F1_J0	S134	L2_Intermediate	25	377	48_0.jpg	Same	0	f	f	1	1054	0
MR_V2_F0_J1	S126	L2_Intermediate	4	372	47_50_R.jpg	Mirror	50	f	f	1	1056	0
MR_V1_F1_J0	S139	L1_Deaf	47	163	21_50.jpg	Same	50	f	f	1	1056	0
MR_V2_F0_J1	S133	L2_Intermediate	34	33	5_0.jpg	Same	0	j	f	0	1058	0
MR_V1_F1_J0	S140	L1_Deaf	36	25	4_0.jpg	Same	0	f	f	1	1058	0
MR_V2_F0_J1	S105	L1_Deaf	42	267	34_50.jpg	Same	50	j	f	0	1061	0
MR_V1_F1_J0	S130	L2_Intermediate	20	123	16_50.jpg	Same	50	f	f	1	1061	0
MR_V2_F0_J1	S113	L1_Hearing	24	232	29_150_R.jpg	Mirror	150	f	j	0	1063	0
MR_V1_F1_J0	S122	L2_Intermediate	11	362	46_0_R.jpg	Mirror	0	j	j	1	1066	0
MR_V1_F1_J0	S130	L2_Intermediate	4	73	10_0.jpg	Same	0	f	f	1	1068	0
MR_V2_F0_J1	S149	L1_Deaf	40	105	14_0.jpg	Same	0	j	j	1	1069	0
MR_V1_F1_J0	S152	L2_Fluent	27	125	16_100.jpg	Same	100	f	f	1	1071	0
MR_V2_F0_J1	S113	L1_Hearing	43	328	41_150_R.jpg	Mirror	150	f	j	0	1073	0
MR_V1_F1_J0	S117	L1_Hearing	17	212	27_50_R.jpg	Mirror	50	j	f	0	1074	0
MR_V2_F0_J1	S105	L1_Deaf	27	69	9_100.jpg	Same	100	j	f	0	1081	0
MR_V2_F0_J1	S144	L2_Fluent	16	180	23_50_R.jpg	Mirror	50	f	f	1	1082	0
MR_V1_F1_J0	S152	L2_Fluent	47	47	6_150.jpg	Same	150	f	j	0	1083	0
MR_V1_F1_J0	S130	L2_Intermediate	25	129	17_0.jpg	Same	0	f	f	1	1084	0
MR_V1_F1_J0	S124	L1_Hearing	16	305	39_0.jpg	Same	0	f	f	1	1086	0
MR_V2_F0_J1	S112	L1_Deaf	7	17	3_0.jpg	Same	0	j	f	0	1088	0
MR_V1_F1_J0	S122	L2_Intermediate	40	329	42_0.jpg	Same	0	f	f	1	1089	0
MR_V2_F0_J1	S153	L2_Intermediate	41	329	42_0.jpg	Same	0	j	j	1	1089	0
MR_V1_F1_J0	S124	L1_Hearing	35	265	34_0.jpg	Same	0	f	f	1	1092	0
MR_V2_F0_J1	S105	L1_Deaf	8	300	38_50_R.jpg	Mirror	50	f	j	0	1096	0
MR_V1_F1_J0	S120	L1_Deaf	10	274	35_0_R.jpg	Mirror	0	j	f	0	1097	0
MR_V2_F0_J1	S133	L2_Intermediate	37	124	16_50_R.jpg	Mirror	50	f	f	1	1097	0
MR_V2_F0_J1	S108	L2_Intermediate	26	15	2_150.jpg	Same	150	j	f	0	1099	0
MR_V1_F1_J0	S140	L1_Deaf	9	305	39_0.jpg	Same	0	f	f	1	1101	0
MR_V2_F0_J1	S107	L1_Deaf	45	305	39_0.jpg	Same	0	j	j	1	1105	0
MR_V1_F1_J0	S139	L1_Deaf	29	26	4_0_R.jpg	Mirror	0	j	j	1	1106	0
MR_V2_F0_J1	S131	L2_Intermediate	43	121	16_0.jpg	Same	0	j	j	1	1106	0
MR_V1_F1_J0	S147	L2_Fluent	14	316	40_50_R.jpg	Mirror	50	j	j	1	1107	0
MR_V1_F1_J0	S122	L2_Intermediate	15	106	14_0_R.jpg	Mirror	0	j	j	1	1108	0
MR_V1_F1_J0	S139	L1_Deaf	22	186	24_0_R.jpg	Mirror	0	j	j	1	1111	0
MR_V1_F1_J0	S134	L2_Intermediate	18	186	24_0_R.jpg	Mirror	0	j	j	1	1113	0
MR_V2_F0_J1	S153	L2_Intermediate	47	41	6_0.jpg	Same	0	j	j	1	1113	0
MR_V2_F0_J1	S132	L2_Fluent	44	121	16_0.jpg	Same	0	j	j	1	1118	0
MR_V1_F1_J0	S136	L2_Fluent	15	49	7_0.jpg	Same	0	f	f	1	1119	0
MR_V1_F1_J0	S139	L1_Deaf	44	241	31_0.jpg	Same	0	f	f	1	1120	0
MR_V2_F0_J1	S107	L1_Deaf	28	201	26_0.jpg	Same	0	j	j	1	1121	0
MR_V1_F1_J0	S147	L2_Fluent	26	370	47_0_R.jpg	Mirror	0	j	j	1	1123	0
MR_V1_F1_J0	S120	L1_Deaf	7	306	39_0_R.jpg	Mirror	0	j	f	0	1124	0
MR_V1_F1_J0	S130	L2_Intermediate	10	375	47_150.jpg	Same	150	f	f	1	1124	0
MR_V2_F0_J1	S126	L2_Intermediate	44	89	12_0.jpg	Same	0	j	j	1	1126	0
MR_V1_F1_J0	S148	L1_Hearing	41	187	24_50.jpg	Same	50	f	j	0	1128	0
MR_V2_F0_J1	S113	L1_Hearing	7	361	46_0.jpg	Same	0	j	j	1	1129	0
MR_V1_F1_J0	S121	L2_Fluent	2	57	8_0.jpg	Same	0	f	f	1	1130	0
MR_V2_F0_J1	S113	L1_Hearing	11	380	48_50_R.jpg	Mirror	50	f	j	0	1133	0
MR_V1_F1_J0	S152	L2_Fluent	46	300	38_50_R.jpg	Mirror	50	j	j	1	1133	0
MR_V1_F1_J0	S120	L1_Deaf	15	250	32_0_R.jpg	Mirror	0	j	f	0	1135	0
MR_V2_F0_J1	S107	L1_Deaf	18	345	44_0.jpg	Same	0	j	j	1	1140	0
MR_V1_F1_J0	S152	L2_Fluent	7	233	30_0.jpg	Same	0	f	j	0	1141	0
MR_V1_F1_J0	S121	L2_Fluent	35	4	1_50_R.jpg	Mirror	50	j	j	1	1141	0
MR_V1_F1_J0	S117	L1_Hearing	40	122	16_0_R.jpg	Mirror	0	j	f	0	1142	0
MR_V1_F1_J0	S121	L2_Fluent	42	196	25_50_R.jpg	Mirror	50	j	j	1	1145	0
MR_V2_F0_J1	S126	L2_Intermediate	17	356	45_50_R.jpg	Mirror	50	f	f	1	1146	0
MR_V1_F1_J0	S122	L2_Intermediate	8	122	16_0_R.jpg	Mirror	0	j	j	1	1149	0
MR_V1_F1_J0	S121	L2_Fluent	10	241	31_0.jpg	Same	0	f	f	1	1149	0
MR_V1_F1_J0	S136	L2_Fluent	38	329	42_0.jpg	Same	0	f	f	1	1150	0
MR_V2_F0_J1	S113	L1_Hearing	40	174	22_100_R.jpg	Mirror	100	f	f	1	1150	0
MR_V2_F0_J1	S149	L1_Deaf	42	164	21_50_R.jpg	Mirror	50	f	f	1	1154	0
MR_V1_F1_J0	S130	L2_Intermediate	43	141	18_100.jpg	Same	100	f	f	1	1155	0
MR_V2_F0_J1	S114	L1_Deaf	26	161	21_0.jpg	Same	0	j	j	1	1157	0
MR_V1_F1_J0	S148	L1_Hearing	44	164	21_50_R.jpg	Mirror	50	j	j	1	1157	0
MR_V2_F0_J1	S128	L2_Intermediate	2	113	15_0.jpg	Same	0	j	j	1	1160	0
MR_V2_F0_J1	S113	L1_Hearing	44	29	4_100.jpg	Same	100	j	f	0	1160	0
MR_V1_F1_J0	S121	L2_Fluent	38	193	25_0.jpg	Same	0	f	f	1	1164	0
MR_V1_F1_J0	S121	L2_Fluent	48	161	21_0.jpg	Same	0	f	f	1	1164	0
MR_V1_F1_J0	S122	L2_Intermediate	19	83	11_50.jpg	Same	50	f	f	1	1165	0
MR_V1_F1_J0	S118	L2_Fluent	21	161	21_0.jpg	Same	0	f	f	1	1169	0
MR_V2_F0_J1	S132	L2_Fluent	40	139	18_50.jpg	Same	50	j	j	1	1171	0
MR_V1_F1_J0	S135	L2_Intermediate	2	113	15_0.jpg	Same	0	f	f	1	1175	0
MR_V1_F1_J0	S139	L1_Deaf	43	2	1_0_R.jpg	Mirror	0	j	j	1	1181	0
MR_V1_F1_J0	S109	L1_Deaf	15	361	46_0.jpg	Same	0	f	f	1	1186	0
MR_V1_F1_J0	S136	L2_Fluent	45	121	16_0.jpg	Same	0	f	f	1	1186	0
MR_V2_F0_J1	S105	L1_Deaf	43	127	16_150.jpg	Same	150	j	f	0	1190	0
MR_V1_F1_J0	S110	L1_Deaf	18	375	47_150.jpg	Same	150	f	j	0	1190	0
MR_V1_F1_J0	S130	L2_Intermediate	36	235	30_50.jpg	Same	50	f	f	1	1193	0
MR_V2_F0_J1	S112	L1_Deaf	30	9	2_0.jpg	Same	0	j	f	0	1194	0
MR_V1_F1_J0	S148	L1_Hearing	34	345	44_0.jpg	Same	0	f	j	0	1194	0
MR_V2_F0_J1	S114	L1_Deaf	30	17	3_0.jpg	Same	0	j	j	1	1195	0
MR_V1_F1_J0	S130	L2_Intermediate	9	143	18_150.jpg	Same	150	f	f	1	1195	0
MR_V2_F0_J1	S146	L2_Fluent	19	215	27_150.jpg	Same	150	j	f	0	1196	0
MR_V1_F1_J0	S117	L1_Hearing	34	256	32_150_R.jpg	Mirror	150	j	f	0	1197	0
MR_V1_F1_J0	S151	L2_Intermediate	36	153	20_0.jpg	Same	0	f	f	1	1199	0
MR_V1_F1_J0	S120	L1_Deaf	4	275	35_50.jpg	Same	50	f	f	1	1199	0
MR_V1_F1_J0	S120	L1_Deaf	40	106	14_0_R.jpg	Mirror	0	j	f	0	1204	0
MR_V1_F1_J0	S134	L2_Intermediate	20	113	15_0.jpg	Same	0	f	f	1	1205	0
MR_V2_F0_J1	S133	L2_Intermediate	28	169	22_0.jpg	Same	0	j	f	0	1209	0
MR_V2_F0_J1	S107	L1_Deaf	20	233	30_0.jpg	Same	0	j	j	1	1210	0
MR_V1_F1_J0	S140	L1_Deaf	39	180	23_50_R.jpg	Mirror	50	j	j	1	1210	0
MR_V2_F0_J1	S113	L1_Hearing	3	316	40_50_R.jpg	Mirror	50	f	j	0	1214	0
MR_V1_F1_J0	S130	L2_Intermediate	22	373	47_100.jpg	Same	100	f	f	1	1216	0
MR_V1_F1_J0	S148	L1_Hearing	5	280	35_150_R.jpg	Mirror	150	j	f	0	1219	0
MR_V1_F1_J0	S152	L2_Fluent	42	314	40_0_R.jpg	Mirror	0	j	f	0	1221	0
MR_V2_F0_J1	S149	L1_Deaf	18	335	42_150.jpg	Same	150	j	f	0	1221	0
MR_V1_F1_J0	S122	L2_Intermediate	3	309	39_100.jpg	Same	100	f	f	1	1222	0
MR_V1_F1_J0	S118	L2_Fluent	35	2	1_0_R.jpg	Mirror	0	j	j	1	1225	0
MR_V1_F1_J0	S130	L2_Intermediate	46	65	9_0.jpg	Same	0	f	f	1	1226	0
MR_V1_F1_J0	S151	L2_Intermediate	8	17	3_0.jpg	Same	0	f	f	1	1233	0
MR_V1_F1_J0	S152	L2_Fluent	39	156	20_50_R.jpg	Mirror	50	j	f	0	1234	0
MR_V2_F0_J1	S146	L2_Fluent	12	194	25_0_R.jpg	Mirror	0	f	f	1	1235	0
MR_V2_F0_J1	S112	L1_Deaf	15	122	16_0_R.jpg	Mirror	0	f	f	1	1242	0
MR_V1_F1_J0	S122	L2_Intermediate	13	147	19_50.jpg	Same	50	f	f	1	1242	0
MR_V2_F0_J1	S132	L2_Fluent	38	234	30_0_R.jpg	Mirror	0	f	j	0	1246	0
MR_V1_F1_J0	S130	L2_Intermediate	7	1	1_0.jpg	Same	0	f	f	1	1246	0
MR_V2_F0_J1	S126	L2_Intermediate	45	218	28_0_R.jpg	Mirror	0	f	f	1	1250	0
MR_V1_F1_J0	S117	L1_Hearing	16	384	48_150_R.jpg	Mirror	150	j	f	0	1251	0
MR_V1_F1_J0	S110	L1_Deaf	3	279	35_150.jpg	Same	150	f	f	1	1253	0
MR_V2_F0_J1	S146	L2_Fluent	22	323	41_50.jpg	Same	50	j	j	1	1260	0
MR_V2_F0_J1	S113	L1_Hearing	20	350	44_100_R.jpg	Mirror	100	f	f	1	1260	0
MR_V2_F0_J1	S126	L2_Intermediate	29	102	13_100_R.jpg	Mirror	100	f	f	1	1260	0
MR_V1_F1_J0	S148	L1_Hearing	13	138	18_0_R.jpg	Mirror	0	j	j	1	1261	0
MR_V1_F1_J0	S147	L2_Fluent	13	145	19_0.jpg	Same	0	f	f	1	1262	0
MR_V1_F1_J0	S120	L1_Deaf	5	380	48_50_R.jpg	Mirror	50	j	f	0	1265	0
MR_V2_F0_J1	S153	L2_Intermediate	26	297	38_0.jpg	Same	0	j	j	1	1271	0
MR_V1_F1_J0	S134	L2_Intermediate	48	106	14_0_R.jpg	Mirror	0	j	f	0	1278	0
MR_V1_F1_J0	S130	L2_Intermediate	19	106	14_0_R.jpg	Mirror	0	j	j	1	1279	0
MR_V1_F1_J0	S117	L1_Hearing	33	357	45_100.jpg	Same	100	f	f	1	1279	0
MR_V2_F0_J1	S131	L2_Intermediate	30	9	2_0.jpg	Same	0	j	j	1	1282	0
MR_V2_F0_J1	S107	L1_Deaf	48	289	37_0.jpg	Same	0	j	j	1	1285	0
MR_V2_F0_J1	S132	L2_Fluent	8	209	27_0.jpg	Same	0	j	f	0	1287	0
MR_V2_F0_J1	S131	L2_Intermediate	12	241	31_0.jpg	Same	0	j	j	1	1288	0
MR_V1_F1_J0	S117	L1_Hearing	32	332	42_50_R.jpg	Mirror	50	j	j	1	1288	0
MR_V1_F1_J0	S120	L1_Deaf	21	98	13_0_R.jpg	Mirror	0	j	f	0	1290	0
MR_V1_F1_J0	S122	L2_Intermediate	26	73	10_0.jpg	Same	0	f	f	1	1290	0
MR_V2_F0_J1	S112	L1_Deaf	5	300	38_50_R.jpg	Mirror	50	f	f	1	1290	0
MR_V1_F1_J0	S152	L2_Fluent	19	373	47_100.jpg	Same	100	f	f	1	1292	0
MR_V1_F1_J0	S139	L1_Deaf	40	262	33_100_R.jpg	Mirror	100	j	f	0	1295	0
MR_V2_F0_J1	S114	L1_Deaf	12	241	31_0.jpg	Same	0	j	j	1	1296	0
MR_V1_F1_J0	S130	L2_Intermediate	34	81	11_0.jpg	Same	0	f	f	1	1296	0
MR_V2_F0_J1	S112	L1_Deaf	37	151	19_150.jpg	Same	150	j	j	1	1305	0
MR_V1_F1_J0	S134	L2_Intermediate	27	4	1_50_R.jpg	Mirror	50	j	j	1	1312	0
